Global absolute abundance estimations for all proteins identified in dataset 2 (see supplemental Figure 4 for dataset details)																																																																							
						Protein copies/cell																						Protein Mass (fg) / Cell																						Coefficient of Variance (%) Between Biological Triplicates																					
P75782	Ribosomal RNA large subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rlmF PE=1 SV=2	rlmF	2	77.17	34186.48259	23	44	13	9	23	21	29	18	26	14	16	14	17	8	12	13	14	19	5	18	13	11	1.28E-03	2.47E-03	7.23E-04	4.94E-04	1.31E-03	1.18E-03	1.63E-03	1.02E-03	1.48E-03	7.85E-04	9.09E-04	7.78E-04	9.53E-04	4.47E-04	6.61E-04	7.52E-04	7.85E-04	1.07E-03	3.04E-04	1.03E-03	7.59E-04	6.25E-04	58.51	32.09	74.38	24.81	13.24	21.05	14.06	37.10	25.91	58.73	67.54	23.43	34.90	22.48	50.74	62.53	23.52	24.43	53.86	36.71	53.05	37.40
P76491	5'-nucleotidase yfbR OS=Escherichia coli (strain K12) GN=yfbR PE=1 SV=1	yfbR	2	107.45	22675.59007	59	63	68	31	41	41	46	38	40	31	20	19	10	12	34	39	34	26	31	19	19	33	2.21E-03	2.37E-03	2.57E-03	1.15E-03	1.55E-03	1.55E-03	1.72E-03	1.43E-03	1.52E-03	1.16E-03	7.39E-04	7.10E-04	3.67E-04	4.42E-04	1.28E-03	1.47E-03	1.28E-03	9.82E-04	1.15E-03	7.28E-04	7.18E-04	1.24E-03	20.14	12.19	7.03	26.19	17.33	18.70	8.79	5.01	7.82	23.99	15.48	12.93	10.65	9.93	2.61	17.79	15.96	7.63	12.27	8.20	19.88	14.23
P0A9T8	Uncharacterized ABC transporter ATP-binding protein YbbA OS=Escherichia coli (strain K12) GN=ybbA PE=3 SV=1	ybbA	2	146.93	24499.8241	30	45	49	31	35	21	45	52	16	21	22	16	5	11	26	36	18	34	37	31	28	41	1.21E-03	1.82E-03	1.98E-03	1.26E-03	1.41E-03	8.45E-04	1.82E-03	2.12E-03	6.62E-04	8.46E-04	8.95E-04	6.54E-04	1.87E-04	4.41E-04	1.06E-03	1.48E-03	7.24E-04	1.38E-03	1.51E-03	1.27E-03	1.13E-03	1.67E-03	18.60	16.90	30.17	15.81	17.63	44.32	6.01	17.85	15.30	13.00	48.22	29.32	73.26	37.96	52.24	74.54	11.40	13.78	7.01	10.22	4.63	6.09
P28306	UPF0755 protein yceG OS=Escherichia coli (strain K12) GN=yceG PE=1 SV=2	yceG	2	51.99	38205.32134	13	15	10	7	6	11	12	8	12	7	9	8	11	7	8	13	10	10	11	7	6	13	8.11E-04	9.35E-04	6.11E-04	4.33E-04	3.88E-04	6.78E-04	7.36E-04	5.09E-04	7.64E-04	4.20E-04	5.84E-04	5.13E-04	7.10E-04	4.40E-04	4.99E-04	8.30E-04	6.22E-04	6.45E-04	6.73E-04	4.54E-04	3.66E-04	8.46E-04	6.77	18.01	53.10	28.27	39.45	87.28	19.83	31.82	20.30	5.64	21.30	11.04	136.87	11.34	61.38	35.93	32.16	18.53	20.81	58.29	38.26	37.73
P75821	Uncharacterized protein ybjS OS=Escherichia coli (strain K12) GN=ybjS PE=4 SV=2	ybjS	2	106.5	38043.37864	16	24	15	8	8	8	9	13	11	9	8	9	6	7	7	24	9	13	8	9	10	11	1.01E-03	1.53E-03	9.73E-04	5.01E-04	5.33E-04	5.32E-04	5.75E-04	8.18E-04	6.74E-04	6.00E-04	4.79E-04	5.38E-04	3.61E-04	4.38E-04	4.48E-04	1.54E-03	5.79E-04	8.15E-04	5.27E-04	5.57E-04	6.28E-04	7.07E-04	28.41	21.79	18.20	16.73	11.05	11.06	9.05	16.55	5.47	23.26	16.76	13.48	33.47	3.98	26.55	9.62	12.47	12.06	5.46	21.49	4.45	8.56
P0AGI1	Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1	rbsC	2	123.54	33412.39622	6	25	19	22	29	24	23	54	44	62	69	82	11	8	9	17	7	13	44	42	37	37	3.48E-04	1.41E-03	1.06E-03	1.19E-03	1.62E-03	1.32E-03	1.26E-03	2.97E-03	2.46E-03	3.45E-03	3.81E-03	4.54E-03	6.31E-04	4.35E-04	4.86E-04	9.50E-04	3.99E-04	7.05E-04	2.44E-03	2.32E-03	2.03E-03	2.03E-03	50.85	13.62	36.71	21.47	33.19	10.55	4.96	40.78	8.54	18.22	17.66	1.13	51.65	68.91	45.36	16.66	25.33	10.79	7.98	17.77	34.06	6.60
P0AEV1	Protein hnr OS=Escherichia coli (strain K12) GN=hnr PE=1 SV=1	rssB	2	150.97	37260.50082	13	5	4	11	13	17	14	10	10	11	11	9	7	7	12	18	23	13	15	20	17	12	8.33E-04	2.99E-04	2.26E-04	6.97E-04	8.24E-04	1.07E-03	8.86E-04	6.50E-04	6.11E-04	6.75E-04	6.57E-04	5.61E-04	4.13E-04	4.31E-04	7.33E-04	1.10E-03	1.45E-03	7.87E-04	9.29E-04	1.26E-03	1.04E-03	7.59E-04	61.89	11.83	17.65	29.93	4.90	15.95	10.17	16.68	31.90	8.76	11.08	30.37	38.52	17.69	45.04	70.19	31.75	24.06	14.11	14.20	28.88	6.86
P29680	Uroporphyrinogen decarboxylase OS=Escherichia coli (strain K12) GN=hemE PE=1 SV=3	hemE	2	119.34	39204.89119	31	10	22	4	9	9	12	12	9	7	2	4	6	7	2	15	15	13	9	10	9	12	2.04E-03	6.27E-04	1.43E-03	2.78E-04	5.56E-04	5.79E-04	7.58E-04	7.91E-04	5.71E-04	4.81E-04	1.26E-04	2.31E-04	3.73E-04	4.30E-04	1.01E-04	9.71E-04	9.64E-04	8.79E-04	5.80E-04	6.21E-04	5.82E-04	7.84E-04	84.06	4.87	90.40	56.89	52.05	36.44	67.01	84.50	56.46	21.80	128.07	77.62	73.54	3.93	113.34	34.96	6.71	3.89	36.51	12.62	35.01	5.68
P33650	Ferrous iron transport protein B OS=Escherichia coli (strain K12) GN=feoB PE=1 SV=1	feoB	2	151.09	84400.82244	9	12	2	7	14	32	20	16	17	10	6	4	3	3	23	47	21	27	20	5	20	31	1.19E-03	1.75E-03	3.25E-04	9.37E-04	1.96E-03	4.50E-03	2.87E-03	2.21E-03	2.38E-03	1.43E-03	8.16E-04	5.57E-04	3.82E-04	4.24E-04	3.28E-03	6.55E-03	2.94E-03	3.71E-03	2.77E-03	6.93E-04	2.77E-03	4.28E-03	39.61	39.98	148.01	42.32	24.12	4.57	45.23	47.82	30.56	34.95	6.05	11.56	59.57	26.74	46.66	56.57	35.06	13.08	11.81	36.14	15.92	25.92
P23871	Ferrochelatase OS=Escherichia coli (strain K12) GN=hemH PE=1 SV=3	hemH	2	141.81	35843.27231	19	61	31	8	8	24	9	7	7	5	5	2	13	7	7	4	0	4	4	7	7	5	1.12E-03	3.64E-03	1.86E-03	4.53E-04	4.67E-04	1.45E-03	5.47E-04	3.92E-04	4.13E-04	3.08E-04	2.85E-04	1.11E-04	7.75E-04	4.16E-04	4.21E-04	2.62E-04	4.59E-06	2.39E-04	2.21E-04	4.16E-04	3.89E-04	2.99E-04	9.61	6.62	28.06	39.36	38.85	13.78	49.23	62.02	44.76	5.07	17.56	64.37	34.96	72.06	67.05	55.44	170.54	33.86	59.64	27.26	21.44	88.76
P31828	Probable zinc protease pqqL OS=Escherichia coli (strain K12) GN=pqqL PE=3 SV=2	pqqL	2	106.67	104573.7103	8	8	9	2	6	6	5	5	7	5	3	2	3	2	8	4	4	6	5	3	5	5	1.42E-03	1.42E-03	1.57E-03	2.71E-04	1.02E-03	1.05E-03	8.79E-04	8.85E-04	1.29E-03	9.54E-04	5.76E-04	3.00E-04	4.55E-04	4.13E-04	1.46E-03	7.65E-04	7.63E-04	1.11E-03	9.08E-04	4.87E-04	9.36E-04	8.19E-04	21.63	25.40	20.32	10.69	16.80	5.61	18.32	13.91	18.15	10.11	28.18	36.75	30.51	13.86	17.28	41.10	79.33	26.67	4.88	35.21	46.98	17.13
P0A6B4	Alanine racemase, biosynthetic OS=Escherichia coli (strain K12) GN=alr PE=1 SV=1	alr	2	137.16	39110.1558	15	15	13	17	7	12	7	13	14	9	9	8	6	6	25	9	26	16	7	8	9	12	9.46E-04	9.45E-04	8.49E-04	1.10E-03	4.44E-04	7.56E-04	4.75E-04	8.53E-04	9.12E-04	6.07E-04	5.79E-04	5.39E-04	4.13E-04	4.09E-04	1.64E-03	5.57E-04	1.67E-03	1.03E-03	4.75E-04	5.31E-04	6.06E-04	7.98E-04	11.52	12.22	14.71	25.10	64.24	16.28	33.81	46.49	10.84	9.71	34.71	31.02	21.53	21.88	24.35	76.42	12.15	26.22	41.94	29.86	17.77	21.68
P0A8G0	UvrABC system protein C OS=Escherichia coli (strain K12) GN=uvrC PE=1 SV=1	uvrC	2	79.82	68127.44655	1	2	6	1	1	1	3	1	1	1	1	1	1	4	5	2	7	7	1	2	1	2	7.52E-05	2.05E-04	6.26E-04	6.99E-05	7.58E-05	1.09E-04	3.52E-04	1.32E-04	1.34E-04	9.45E-05	1.26E-04	1.15E-04	6.87E-05	4.09E-04	5.68E-04	2.16E-04	8.37E-04	7.89E-04	1.20E-04	1.83E-04	1.48E-04	1.92E-04	24.29	115.04	78.60	59.16	42.78	101.11	52.03	28.98	9.00	30.89	29.98	101.06	55.18	70.50	29.49	128.09	32.07	9.59	94.99	88.79	70.53	33.54
P0A8J2	Primosomal protein 1 OS=Escherichia coli (strain K12) GN=dnaT PE=1 SV=2	dnaT	2	80.74	19425.00867	55	140	88	37	39	42	37	37	30	27	12	6	24	13	54	104	54	94	70	57	62	83	1.78E-03	4.51E-03	2.84E-03	1.21E-03	1.25E-03	1.35E-03	1.20E-03	1.20E-03	9.68E-04	8.72E-04	3.71E-04	1.98E-04	7.82E-04	4.07E-04	1.75E-03	3.35E-03	1.73E-03	3.05E-03	2.26E-03	1.85E-03	2.00E-03	2.68E-03	22.26	20.49	5.52	31.85	27.01	9.91	28.52	11.40	28.98	35.58	47.29	81.96	45.57	6.20	28.47	15.63	12.32	8.71	18.37	24.02	9.26	5.52
P0C079	Antitoxin RelB OS=Escherichia coli (strain K12) GN=relB PE=1 SV=1	relB	2	36.21	9047.79287	178	275	218	98	130	128	147	134	85	75	75	56	20	27	148	60	37	95	138	96	110	173	2.68E-03	4.13E-03	3.27E-03	1.47E-03	1.95E-03	1.92E-03	2.21E-03	2.02E-03	1.28E-03	1.12E-03	1.13E-03	8.35E-04	2.99E-04	4.07E-04	2.22E-03	9.03E-04	5.53E-04	1.43E-03	2.08E-03	1.44E-03	1.65E-03	2.60E-03	17.86	5.33	10.16	25.11	24.50	14.45	8.24	16.69	2.88	18.47	36.15	8.71	44.47	31.59	92.30	32.60	11.89	30.53	52.72	30.34	31.51	20.01
P0A944	Ribosomal-protein-alanine acetyltransferase OS=Escherichia coli (strain K12) GN=rimI PE=3 SV=1	rimI	2	150.95	16581.3683	45	55	63	53	61	77	73	59	46	47	27	26	14	15	90	49	57	104	93	61	71	91	1.23E-03	1.51E-03	1.72E-03	1.45E-03	1.67E-03	2.12E-03	2.02E-03	1.62E-03	1.28E-03	1.29E-03	7.49E-04	7.03E-04	3.83E-04	3.99E-04	2.48E-03	1.35E-03	1.57E-03	2.87E-03	2.57E-03	1.69E-03	1.96E-03	2.51E-03	39.55	19.70	29.89	7.24	6.06	32.75	5.64	4.52	9.59	14.28	34.87	13.23	15.39	29.55	20.88	17.45	27.80	15.22	21.73	3.99	35.19	34.81
P39356	Uncharacterized transcriptional regulator yjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	yjhU	2	115.88	36070.68919	7	15	22	3	9	14	10	7	23	18	17	16	8	7	5	3	9	15	16	11	13	22	4.44E-04	8.72E-04	1.29E-03	2.03E-04	5.66E-04	8.48E-04	5.91E-04	4.45E-04	1.38E-03	1.10E-03	1.02E-03	9.34E-04	4.69E-04	3.93E-04	2.84E-04	1.81E-04	5.30E-04	9.07E-04	9.53E-04	6.79E-04	7.56E-04	1.32E-03	8.70	32.36	25.45	47.24	11.46	2.42	15.63	62.68	38.93	10.05	15.78	20.29	4.46	27.19	63.41	64.05	14.93	42.12	8.34	25.82	6.08	16.63
P31119	Bifunctional protein aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	aas	2	82.59	80630.57813	6	12	10	6	7	8	7	7	10	13	12	9	2	3	4	6	6	8	5	3	5	8	8.45E-04	1.65E-03	1.32E-03	8.15E-04	9.96E-04	1.06E-03	9.35E-04	9.14E-04	1.38E-03	1.70E-03	1.56E-03	1.20E-03	2.95E-04	3.71E-04	4.84E-04	7.82E-04	8.42E-04	1.09E-03	6.52E-04	3.41E-04	7.20E-04	1.11E-03	57.37	9.71	30.92	25.31	18.80	7.14	21.22	27.05	6.90	7.74	20.80	7.32	80.14	28.71	34.28	14.23	25.03	15.68	22.11	35.42	62.22	67.18
P24228	D-alanyl-D-alanine carboxypeptidase dacB OS=Escherichia coli (strain K12) GN=dacB PE=1 SV=2	dacB	2	45.51	51747.53005	8	12	6	4	4	5	5	5	5	5	3	2	5	4	5	13	5	6	4	2	6	6	7.18E-04	1.01E-03	5.07E-04	3.22E-04	3.80E-04	4.67E-04	4.16E-04	4.72E-04	4.24E-04	3.97E-04	2.80E-04	1.72E-04	4.24E-04	3.69E-04	4.15E-04	1.08E-03	4.72E-04	5.32E-04	3.41E-04	1.93E-04	5.51E-04	5.03E-04	17.96	24.42	41.73	34.06	26.75	14.18	21.71	23.86	17.10	11.65	22.60	9.85	87.53	17.64	55.73	16.30	14.53	26.50	34.09	35.65	11.19	49.23
P0A7Y8	Ribonuclease P protein component OS=Escherichia coli (strain K12) GN=rnpA PE=3 SV=1	rnpA	2	125.88	13762.65097	130	310	173	83	87	120	94	62	128	95	63	67	28	16	44	65	53	64	45	21	61	76	2.98E-03	7.08E-03	3.96E-03	1.90E-03	1.99E-03	2.75E-03	2.15E-03	1.42E-03	2.94E-03	2.17E-03	1.45E-03	1.54E-03	6.33E-04	3.69E-04	1.01E-03	1.50E-03	1.21E-03	1.47E-03	1.02E-03	4.83E-04	1.39E-03	1.74E-03	18.77	5.89	20.38	16.73	19.84	13.88	5.51	25.24	18.57	14.53	19.71	11.49	58.19	16.76	50.27	35.80	8.18	78.88	4.99	41.01	17.88	10.98
P06846	HTH-type transcriptional regulator ebgR OS=Escherichia coli (strain K12) GN=ebgR PE=4 SV=2	ebgR	2	96.38	36169.89052	24	31	30	12	18	14	14	13	15	8	6	5	4	6	13	15	11	10	10	6	10	6	1.42E-03	1.88E-03	1.81E-03	7.29E-04	1.07E-03	8.60E-04	8.70E-04	7.85E-04	9.08E-04	4.74E-04	3.51E-04	2.94E-04	2.68E-04	3.63E-04	7.65E-04	8.83E-04	6.59E-04	6.10E-04	5.92E-04	3.80E-04	5.74E-04	3.70E-04	28.33	15.80	39.72	18.26	14.88	14.14	15.46	28.26	19.82	31.71	50.97	31.38	15.53	14.84	9.60	33.46	2.39	12.65	8.52	13.74	21.86	23.10
P27240	Lipopolysaccharide core heptose(II) kinase rfaY OS=Escherichia coli (strain K12) GN=rfaY PE=3 SV=2	rfaY	2	32.62	27425.62615	4	18	19	3	3	6	7	6	6	4	5	5	8	8	24	14	6	6	5	6	4	7	1.94E-04	8.07E-04	8.65E-04	1.24E-04	1.48E-04	2.59E-04	3.02E-04	2.83E-04	2.80E-04	1.78E-04	2.13E-04	2.06E-04	3.60E-04	3.59E-04	1.09E-03	6.16E-04	2.58E-04	2.93E-04	2.11E-04	2.88E-04	1.64E-04	3.35E-04	10.84	26.88	0.24	8.85	29.22	12.62	12.36	18.28	11.01	35.92	6.98	27.62	78.53	24.17	110.30	14.68	43.89	33.97	33.93	41.58	52.77	10.36
P0A9U6	HTH-type transcriptional regulator puuR OS=Escherichia coli (strain K12) GN=puuR PE=1 SV=1	puuR	2	69.89	20061.16312	111	149	170	70	120	201	90	79	153	223	133	79	21	11	119	115	84	158	214	89	121	203	3.70E-03	4.97E-03	5.67E-03	2.33E-03	3.99E-03	6.70E-03	3.00E-03	2.62E-03	5.11E-03	7.43E-03	4.42E-03	2.62E-03	7.14E-04	3.57E-04	3.96E-03	3.82E-03	2.81E-03	5.25E-03	7.12E-03	2.95E-03	4.02E-03	6.76E-03	5.49	11.21	14.59	27.47	28.08	26.96	22.64	86.23	15.78	8.69	31.58	13.55	41.59	48.06	26.46	18.39	17.88	5.73	2.64	17.31	23.44	2.31
Q46839	Glycolate permease glcA OS=Escherichia coli (strain K12) GN=glcA PE=1 SV=1	glcA	2	92.76	58863.68758	1	9	2	40	23	30	7	2	15	73	116	124	0	4	0	1	2	3	19	27	7	1	9.89E-05	9.10E-04	2.41E-04	3.93E-03	2.22E-03	2.90E-03	7.18E-04	1.73E-04	1.47E-03	7.14E-03	1.13E-02	1.21E-02	2.21E-05	3.53E-04	3.68E-06	1.39E-04	1.56E-04	3.24E-04	1.87E-03	2.67E-03	7.01E-04	8.83E-05	32.22	34.82	36.46	12.39	29.02	28.54	37.89	19.72	30.06	18.77	18.78	2.87	29.46	63.58	126.15	113.61	86.10	74.31	16.01	32.49	73.53	60.17
P30843	Transcriptional regulatory protein BasR OS=Escherichia coli (strain K12) GN=basR PE=2 SV=3	basR	2	83.85	24997.14381	13	21	11	12	33	13	43	27	19	23	23	32	10	8	8	11	15	24	24	45	21	17	5.57E-04	8.77E-04	4.39E-04	5.00E-04	1.38E-03	5.39E-04	1.77E-03	1.12E-03	7.96E-04	9.71E-04	9.37E-04	1.33E-03	4.01E-04	3.52E-04	3.13E-04	4.70E-04	6.30E-04	1.01E-03	1.01E-03	1.86E-03	8.71E-04	7.12E-04	58.76	5.72	42.66	14.99	17.54	51.24	16.87	19.09	22.56	5.97	13.93	26.46	72.39	14.41	48.30	73.77	24.07	27.30	10.09	28.41	58.87	43.86
P0AGI4	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	2	127.25	40986.02687	0	0	0	0	0	0	4	1	0	0	0	0	0	5	2	9	3	105	7	1	20	13	4.34E-06	1.47E-06	1.21E-05	7.58E-07	8.44E-07	8.76E-07	2.60E-04	7.70E-05	8.96E-07	1.73E-06	6.84E-07	2.52E-05	5.36E-07	3.48E-04	1.69E-04	5.83E-04	1.76E-04	7.11E-03	4.67E-04	7.84E-05	1.34E-03	9.08E-04	172.42	166.26	140.98	163.48	1.20	163.71	87.17	59.26	60.09	172.02	171.57	111.67	171.49	109.29	58.97	131.60	128.63	35.40	25.44	158.93	59.70	48.48
P37339	L-2-hydroxyglutarate oxidase LhgO OS=Escherichia coli (strain K12) GN=lhgO PE=1 SV=3	lhgO	2	133.96	46034.50872	10	18	22	13	12	16	12	16	16	14	8	11	6	4	11	8	5	8	12	9	8	10	7.51E-04	1.36E-03	1.67E-03	1.00E-03	9.43E-04	1.22E-03	9.04E-04	1.24E-03	1.22E-03	1.10E-03	6.16E-04	8.11E-04	4.82E-04	3.36E-04	8.61E-04	6.03E-04	3.75E-04	6.00E-04	9.31E-04	6.58E-04	5.75E-04	7.32E-04	54.91	52.40	24.17	34.83	14.24	4.21	19.37	24.61	21.23	26.73	61.25	37.31	44.00	8.46	90.48	7.00	65.02	36.23	24.13	20.81	11.72	26.31
P45544	HTH-type transcriptional regulator frlR OS=Escherichia coli (strain K12) GN=frlR PE=1 SV=2	frlR	2	63.17	27785.2581	11	29	17	14	17	14	19	19	14	14	11	10	5	7	23	17	9	21	16	22	28	28	4.88E-04	1.32E-03	8.05E-04	6.54E-04	8.06E-04	6.58E-04	8.55E-04	8.80E-04	6.35E-04	6.50E-04	5.18E-04	4.54E-04	2.28E-04	3.18E-04	1.06E-03	7.71E-04	3.95E-04	9.73E-04	7.17E-04	1.02E-03	1.28E-03	1.27E-03	6.97	23.33	62.09	9.28	31.89	10.13	10.12	7.96	30.28	19.25	5.69	12.98	8.37	54.56	11.33	58.96	60.50	6.94	12.40	53.04	0.78	15.57
P76055	tRNA 2-thiocytidine biosynthesis protein TtcA OS=Escherichia coli (strain K12) GN=ttcA PE=1 SV=1	ttcA	2	153.56	35520.02369	78	204	117	19	28	25	38	19	22	13	10	12	8	5	16	32	11	17	19	4	30	36	4.59E-03	1.20E-02	6.89E-03	1.12E-03	1.63E-03	1.47E-03	2.23E-03	1.11E-03	1.29E-03	7.47E-04	5.99E-04	7.27E-04	4.93E-04	3.17E-04	9.60E-04	1.88E-03	6.37E-04	9.76E-04	1.11E-03	2.20E-04	1.77E-03	2.12E-03	24.55	7.45	23.42	19.17	24.95	34.64	16.18	31.59	11.45	66.90	18.67	42.95	16.91	28.35	47.46	53.25	52.99	69.77	22.29	51.41	21.44	8.53
P00805	L-asparaginase 2 OS=Escherichia coli (strain K12) GN=ansB PE=1 SV=2	ansB	2	140.96	36809.73585	5	64	4	2	2	2	3	3	1	2	1	1	2	5	6	1	5	3	2	3	1	1	2.88E-04	3.94E-03	2.20E-04	9.20E-05	1.38E-04	1.12E-04	1.99E-04	2.10E-04	7.94E-05	1.23E-04	7.43E-05	5.35E-05	1.41E-04	2.90E-04	3.72E-04	7.11E-05	3.17E-04	1.57E-04	9.22E-05	1.68E-04	6.08E-05	7.35E-05	9.00	12.84	33.79	27.81	9.24	45.83	6.82	12.10	36.55	26.85	78.40	44.57	61.68	57.21	18.89	53.68	26.54	56.28	162.14	18.41	38.48	48.33
P30864	Uncharacterized HTH-type transcriptional regulator yafC OS=Escherichia coli (strain K12) GN=yafC PE=1 SV=1	yafC	2	49	33736.61375	8	18	9	10	7	8	6	8	10	9	8	9	6	5	7	12	10	7	6	7	8	8	4.43E-04	1.02E-03	5.16E-04	5.54E-04	4.14E-04	4.46E-04	3.47E-04	4.26E-04	5.46E-04	5.12E-04	4.44E-04	5.22E-04	3.46E-04	2.88E-04	3.91E-04	6.45E-04	5.53E-04	3.89E-04	3.52E-04	4.07E-04	4.75E-04	4.50E-04	12.29	15.94	10.46	24.22	13.83	35.81	22.46	20.45	18.23	11.13	55.23	7.84	16.75	21.07	52.07	2.20	14.88	12.82	22.67	14.64	34.23	9.96
P21865	Sensor protein kdpD OS=Escherichia coli (strain K12) GN=kdpD PE=1 SV=2	kdpD	2	192.93	98638.9449	3	2	1	2	2	2	3	3	5	4	6	6	1	2	3	5	4	4	4	3	2	4	4.66E-04	2.90E-04	2.05E-04	3.54E-04	3.61E-04	3.48E-04	4.41E-04	5.61E-04	7.40E-04	6.78E-04	9.48E-04	9.83E-04	1.10E-04	2.57E-04	5.51E-04	8.13E-04	6.15E-04	7.12E-04	6.20E-04	4.89E-04	3.37E-04	6.74E-04	37.08	6.30	61.80	69.21	32.76	33.46	48.08	31.44	24.78	3.21	13.21	4.50	47.31	57.05	67.74	11.77	20.93	34.70	15.93	17.59	54.77	15.94
B8LFD5	Lac repressor OS=Escherichia coli (strain K12) PE=4 SV=1		2	72.86	38834.1893	19	20	14	14	18	13	18	20	17	17	13	15	5	4	15	11	9	27	29	17	25	23	1.20E-03	1.30E-03	9.26E-04	9.03E-04	1.18E-03	8.58E-04	1.17E-03	1.28E-03	1.09E-03	1.12E-03	8.47E-04	9.43E-04	2.92E-04	2.56E-04	9.44E-04	7.09E-04	5.51E-04	1.71E-03	1.88E-03	1.12E-03	1.64E-03	1.47E-03	27.87	7.49	8.60	6.12	12.86	16.01	18.50	3.54	8.03	3.47	39.26	30.19	60.16	44.82	32.67	60.24	27.74	21.71	6.93	10.40	24.16	4.38
P64479	Uncharacterized protein ydiZ OS=Escherichia coli (strain K12) GN=ydiZ PE=4 SV=1	ydiZ	2	166.67	10840.26976	125	15	36	237	179	88	92	93	209	241	428	532	2	14	51	46	46	31	50	50	23	28	2.24E-03	2.64E-04	6.54E-04	4.27E-03	3.22E-03	1.59E-03	1.65E-03	1.67E-03	3.77E-03	4.35E-03	7.70E-03	9.58E-03	3.42E-05	2.51E-04	9.24E-04	8.24E-04	8.36E-04	5.62E-04	9.07E-04	8.93E-04	4.22E-04	5.05E-04	84.94	17.23	36.61	20.66	68.20	63.52	38.18	6.85	33.23	12.64	9.49	5.81	136.34	120.51	41.21	81.16	47.22	56.29	25.64	38.25	29.20	24.08
P15082	Glucitol operon repressor OS=Escherichia coli (strain K12) GN=srlR PE=2 SV=1	srlR	2	39.05	28200.37293	12	11	9	8	22	3	22	21	21	20	20	6	6	5	5	11	9	7	5	4	4	4	5.71E-04	4.94E-04	4.04E-04	3.82E-04	1.05E-03	1.63E-04	1.02E-03	9.64E-04	9.75E-04	9.52E-04	9.22E-04	2.90E-04	2.59E-04	2.31E-04	2.32E-04	5.11E-04	4.02E-04	3.47E-04	2.39E-04	1.83E-04	1.68E-04	2.07E-04	70.27	25.33	55.37	17.28	46.53	101.04	14.13	16.99	29.60	61.83	20.19	10.33	28.86	32.62	40.52	103.39	70.89	42.66	18.38	51.65	46.77	65.89
P0AA63	Inner membrane protein YqjA OS=Escherichia coli (strain K12) GN=yqjA PE=1 SV=1	yqjA	2	132.97	24551.31261	37	17	12	18	25	10	53	64	25	22	14	17	4	6	12	25	8	37	59	21	40	79	1.52E-03	6.90E-04	4.85E-04	7.35E-04	1.01E-03	4.15E-04	2.17E-03	2.62E-03	1.01E-03	9.17E-04	5.79E-04	7.02E-04	1.78E-04	2.30E-04	4.97E-04	1.03E-03	3.32E-04	1.53E-03	2.41E-03	8.73E-04	1.62E-03	3.23E-03	41.60	5.93	37.41	41.31	2.26	50.67	6.61	19.62	19.92	42.76	12.74	12.82	101.03	49.08	60.95	43.69	20.84	51.29	17.83	16.79	43.67	26.45
P0A9F6	Glycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) GN=gcvA PE=1 SV=1	gcvA	2	92.2	34362.11053	5	4	7	4	8	10	7	7	15	14	14	15	4	4	3	10	9	9	10	7	7	7	3.13E-04	2.21E-04	3.73E-04	2.43E-04	4.73E-04	5.71E-04	3.95E-04	3.96E-04	8.51E-04	7.92E-04	7.92E-04	8.46E-04	2.21E-04	2.22E-04	1.81E-04	5.71E-04	5.06E-04	5.01E-04	5.45E-04	3.85E-04	4.01E-04	3.78E-04	5.75	6.35	34.67	42.14	13.33	15.98	41.08	53.84	16.75	4.41	13.24	24.22	36.61	27.09	51.89	10.20	13.09	13.90	28.80	14.82	21.93	17.86
P26459	Cytochrome bd-II oxidase subunit 1 OS=Escherichia coli (strain K12) GN=appC PE=1 SV=1	appC	2	141.52	57863.80187	1	4	0	0	0	0	0	0	0	0	0	0	4	2	1	6	76	2	0	0	0	0	9.66E-05	3.89E-04	1.31E-05	2.00E-05	2.39E-05	6.21E-06	3.24E-05	4.03E-05	3.90E-05	3.57E-05	4.52E-05	2.84E-05	4.31E-04	2.00E-04	8.15E-05	5.82E-04	7.32E-03	1.54E-04	1.65E-05	3.86E-05	1.93E-05	4.37E-05	33.59	3.71	142.55	87.99	52.07	157.84	55.09	63.29	50.92	87.64	76.20	29.15	7.39	37.60	41.27	87.40	17.17	19.32	53.83	82.45	91.13	39.39
P0AEB0	Sulfate transport system permease protein CysW OS=Escherichia coli (strain K12) GN=cysW PE=1 SV=1	cysW	2	132.75	32498.35892	39	9	19	27	45	34	42	45	54	32	21	9	1	4	8	60	30	39	30	21	47	71	2.12E-03	4.72E-04	1.04E-03	1.43E-03	2.41E-03	1.85E-03	2.26E-03	2.41E-03	2.93E-03	1.74E-03	1.12E-03	4.90E-04	4.39E-05	1.98E-04	4.32E-04	3.22E-03	1.61E-03	2.08E-03	1.62E-03	1.14E-03	2.54E-03	3.81E-03	57.96	10.04	7.15	30.47	7.71	6.87	2.70	18.97	22.09	14.97	15.48	25.15	92.37	42.71	77.29	66.69	29.35	39.93	12.53	29.97	19.73	19.08
